OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002226,East Rock CREEK,River/Stream,,06040002,,,,,35.5532800000,-86.7546400000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,117,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002242,Fall CREEK,River/Stream,,06040002,,,,,35.5523400000,-86.5322900000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,003,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002247,Fall CREEK,River/Stream,,06010104,,,,,36.2828200000,-83.2060012000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,063,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002272,FRENCH BROAD RIVER,River/Stream,,06010107,,,,,35.9528000000,-83.8100000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,093,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002287,FRENCH BROAD RIVER,River/Stream,,06010105,,,,,35.9208000000,-82.9597000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,029,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002294,TUSCUMBIA RIVER UT,River/Stream,,08010207,,,,,35.0516200000,-88.7467700000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,109,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002319,SUTTON BRANCH,River/Stream,,06010206,,,,,36.5580000000,-83.4220000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,025,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002343,ELLIS GAP BRANCH,River/Stream,,06020001,,,,,35.0492000000,-85.4728000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,115,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002351,SAVAGE BRANCH,River/Stream,,05130206,,,,,36.4753400000,-86.7608300000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,147,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002360,LONG FORK UT,River/Stream,,05110002,,,,,36.4890900000,-85.9397300000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,111,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002364,RILEY CREEK UT,River/Stream,,06040002,,,,,35.4951800000,-86.2235100000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,031,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002370,YOUNG BRANCH,River/Stream,,05130201,,,,,36.2403100000,-86.1609900000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,189,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002374,CEDAR CREEK UT,River/Stream,,05130201,,,,,36.2036200000,-86.4627500000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,189,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002394,FLAT GAP CREEK,River/Stream,,06010205,,,,,36.4392000000,-83.2553000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,067,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002396,FLAT GAP CREEK,River/Stream,,06010205,,,,,36.4387200000,-83.2495500000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,067,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002397,FLAT GAP CREEK,River/Stream,,06010205,,,,,36.4235600000,-83.2279700000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,067,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002400,FIELD BLANK FOR CHEFO,River/Stream,,06020001,,,,,35.0461700000,-85.3036500000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,065,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002401,FIELD BLANK FOR CKEFO,River/Stream,,05130108,,,,,36.1305900000,-85.5332500000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,141,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002402,FIELD BLANK FOR CLEFO,River/Stream,,06040003,,,,,35.6184900000,-87.0862900000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,119,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002404,FIELD BLANK FOR JCEFO,River/Stream,,06010103,,,,,36.3519800000,-82.3657300000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,179,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002405,FIELD BLANK FOR JEFO,River/Stream,,08010205,,,,,35.6403400000,-88.8542000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,113,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002406,FIELD BLANK FOR KEFO,River/Stream,,06010201,,,,,35.9642500000,-83.9712000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,093,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002407,FIELD BLANK FOR MEFO,River/Stream,,08010210,,,,,35.2083700000,-89.7804100000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,157,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002409,FIELD BLANK FOR NEFO,River/Stream,,05130202,,,,,36.1629700000,-86.7861000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,037,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002435,FLAT CREEK,River/Stream,,06010104,,,,,36.0619000000,-83.7457000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,093,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002442,FLAT CREEK,River/Stream,,08010208,,,,,35.5881000000,-89.5609100000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,167,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002451,FLAT CREEK,River/Stream,,06010104,,,,,36.1755000000,-83.7681500000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,173,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002494,FORGEY CREEK,River/Stream,,06010104,,,,,36.4550000000,-82.8607000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,073,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002510,FOUNTAIN CREEK,River/Stream,,06040002,,,,,35.4737800000,-86.9709500000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,119,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002527,FREY BRANCH,River/Stream,,05130206,,,,,36.5076000000,-86.6819400000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,147,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002531,FRIAR BRANCH,River/Stream,,06020001,,,,,35.0473060000,-85.1933440000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,065,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002565,GAMBLE CREEK,River/Stream,,08010208,,,,,35.3768300000,-89.0913500000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,069,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002573,GAP CREEK,River/Stream,,06010206,,,,,36.5908900000,-83.6748400000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,025,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002632,GLOBE CREEK,River/Stream,,06040002,,,,,35.4694400000,-86.9341700000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,119,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002653,GOOSE CREEK,River/Stream,,05130201,,,,,36.3847220000,-86.1291670000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,169,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002728,GREASY ROCK CREEK,River/Stream,,06010205,,,,,36.5167000000,-83.2153000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,067,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002793,HARPETH RIVER,River/Stream,,05130204,,,,,36.1070800000,-87.0740100000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,021,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002859,HATCHIE RIVER,River/Stream,,08010208,,,,,35.5227300000,-89.3494000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,075,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002861,HATCHIE RIVER,River/Stream,,08010208,,,,,35.3476000000,-89.0151000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,069,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002862,HATCHIE RIVER,River/Stream,,08010208,,,,,35.2435000000,-88.9211000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,069,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002867,HATCHIE RIVER,River/Stream,,08010207,,,,,35.0414000000,-88.7856000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,109,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002868,HATCHIE RIVER UT (local name Alston Creek),River/Stream,,08010208,,,,,35.6479300000,-89.5914000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,097,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002869,HATCHIE RIVER UT,River/Stream,,08010208,,,,,35.6193000000,-89.5311000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,097,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002922,HICKORY CREEK,River/Stream,,05130101,,,,,36.5504000000,-84.0447000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,013,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002923,HICKORY CREEK,River/Stream,,08010208,,,,,35.4016000000,-89.1043000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,069,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002926,HICKORY CREEK,River/Stream,,05130101,,,,,36.4936000000,-84.1064000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,013,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000002959,HIWASSEE RIVER,Reservoir,,06020002,,,,,35.3246400000,-84.8203100000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,107,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003002,HOGSKIN BRANCH,River/Stream,,06020001,,,,,35.2461900000,-85.2354300000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,065,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003017,HOLSTON RIVER,River/Stream,,06010104,,,,,35.9853000000,-83.8578000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,093,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003022,HOLSTON RIVER,River/Stream,,06010104,,,,,36.1686000000,-83.5042000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,057,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003041,HOLSTON RIVER,River/Stream,,06010104,,,,,36.5160000000,-82.7236000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,073,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003052,HONEYCUTT CREEK,River/Stream,,06010104,,,,,36.3494000000,-83.0122000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,073,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003053,HONEY RUN,River/Stream,,05130206,,,,,36.5305550000,-86.6700000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,147,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003068,HORD CREEK,River/Stream,,06010104,,,,,36.5189000000,-82.7456000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,073,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003112,HUNT CREEK,River/Stream,,06010104,,,,,36.4842000000,-82.7533000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,073,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003128,HURRICANE CREEK,River/Stream,,08010208,,,,,35.5598000000,-89.8303000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,167,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003140,HURRICANE CREEK,River/Stream,,06040002,,,,,35.5503000000,-86.4900000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,003,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003148,HURRICANE CREEK,River/Stream,,05130105,,,,,36.1952780000,-85.0686110000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,049,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003175,HYDE CREEK,River/Stream,,08010208,,,,,35.7439000000,-89.5586000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,097,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003182,INDIAN CREEK,River/Stream,,06010206,,,,,36.5598400000,-83.6069900000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,025,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003206,INDIAN CREEK,River/Stream,,08010208,,,,,35.5762000000,-89.8343800000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,167,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003256,JETER CREEK,River/Stream,,08010208,,,,,35.4676000000,-89.3095600000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,075,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003398,LAGOON CREEK,River/Stream,,08010208,,,,,35.5950000000,-89.4696000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,075,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003423,LAUREL BRANCH,River/Stream,,05130104,,,,,36.2508330000,-84.9369440000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,049,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003498,LITTLE DUCK RIVER,River/Stream,,06040002,,,,,35.4792000000,-86.1106000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,031,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003500,LITTLE DUCK RIVER,River/Stream,,06040002,,,,,35.4741600000,-86.0705500000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,031,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003503,LITTLE EAGLE CREEK,River/Stream,,05130105,,,,,36.4511110000,-85.2791670000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,133,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003530,LITTLE ELK CREEK,River/Stream,,05130101,,,,,36.5386000000,-84.1806000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,013,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003571,LITTLE GOOSE CREEK,River/Stream,,05130201,,,,,36.3906600000,-86.1634400000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,169,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003572,LITTLE GOOSE CREEK,River/Stream,,05130201,,,,,36.4083330000,-86.1777800000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,169,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003585,LITTLE HATCHIE CREEK,River/Stream,,08010207,,,,,35.1770000000,-88.8076000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,069,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003596,LONG HUNGRY CREEK,River/Stream,,05110002,,,,,36.5547220000,-85.8752700000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,111,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003599,Little Hurricane CREEK,River/Stream,,06040002,,,,,35.5319000000,-86.5148000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,003,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003605,LIBERTY BRANCH,River/Stream,,05130201,,,,,36.3866670000,-86.5050000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,165,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003612,LICK CREEK,River/Stream,,05130201,,,,,36.3630560000,-86.0666670000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,159,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003618,LICK CREEK,River/Stream,,06010108,,,,,36.1738600000,-83.1598900000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,059,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003627,Lick CREEK,River/Stream,,06040002,,,,,35.6652780000,-86.6677800000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,117,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003682,LITTLE CREEK,River/Stream,,06010206,,,,,36.5527400000,-83.5799500000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,025,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003690,LITTLE CREEK,River/Stream,,08010208,,,,,35.3703000000,-89.2034500000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,047,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003717,LITTLE LAUREL CREEK,River/Stream,,05130105,,,,,36.2702780000,-85.1000000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,049,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003748,LITTLE MUDDY CREEK,River/Stream,,08010208,,,,,35.4778000000,-89.4528000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,075,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003749,LITTLE MULBERRY CREEK,River/Stream,,06010206,,,,,36.5371000000,-83.3685000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,067,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003786,LONG FORK,River/Stream,,05110002,,,,,36.6152780000,-85.9291600000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,111,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003791,LONG CREEK,River/Stream,,05110002,,,,,36.6236110000,-86.1116670000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,111,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003799,LOOKOUT CREEK UT,River/Stream,,06020001,,,,,34.9898100000,-85.3894000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,065,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003814,LOOSAHATCHIE RIVER,River/Stream,,08010209,,,,,35.3071400000,-89.6679600000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,157,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003821,LOOSAHATCHIE RIVER - CANAL,River/Stream,,08010209,,,,,35.2684000000,-89.2623000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,047,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003828,LOST CREEK,River/Stream,,06010104,,,,,36.1007000000,-83.6115000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,089,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003840,LOVE CREEK,River/Stream,,06010104,,,,,36.0157000000,-83.8549000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,093,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003901,LITTLE SYCAMORE CREEK,River/Stream,,06010205,,,,,36.4238700000,-83.5235600000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,025,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003902,LITTLE SYCAMORE CREEK,River/Stream,,06010205,,,,,36.4353900000,-83.5218000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,025,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003914,LITTLE TRACE CREEK,River/Stream,,05110002,,,,,36.5917900000,-85.7443400000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,027,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003915,LITTLE TRACE CREEK,River/Stream,,05110002,,,,,36.5707500000,-85.7139000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,027,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003916,LITTLE TRAMMEL CREEK,River/Stream,,05110002,,,,,36.6241670000,-86.2677800000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,165,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003918,LITTLE TRAMMEL CREEK,River/Stream,,05110002,,,,,36.5861100000,-86.2619400000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,165,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003930,LITTLE WAR CREEK,River/Stream,,06010205,,,,,36.4251300000,-83.2847400000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,067,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003931,LITTLE WEST FORK (RED) RIVER,River/Stream,,05130206,,,,,36.5911600000,-87.3845500000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,125,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003957,MACKEY BRANCH,River/Stream,,06020001,,,,,35.0037400000,-85.1703100000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,065,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000003990,MARSHALL CREEK,River/Stream,,06010104,,,,,36.5290000000,-82.8980000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,073,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004000,MATHIS CREEK,River/Stream,,08010208,,,,,35.6043000000,-89.7207000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,167,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004033,MCFARLAND BRANCH,River/Stream,,06020001,,,,,34.9845800000,-85.2995500000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,065,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004062,MEADOW CREEK,River/Stream,,05130105,,,,,36.1188900000,-85.1900000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,141,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004083,MIDDLE FORK DRAKES CREEK UT,River/Stream,,05110002,,,,,36.5630900000,-86.3188900000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,165,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004093,MIDDLE FORK GOOSE CREEK,River/Stream,,05130201,,,,,36.4242200000,-86.1051000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,169,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004109,MIDDLE CREEK,River/Stream,,06020001,,,,,35.1172300000,-85.3745400000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,065,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004116,MIDDLE CREEK,River/Stream,,06020001,,,,,35.1521200000,-85.3481500000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,065,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004244,MORRIS BRANCH,River/Stream,,08010208,,,,,35.4234900000,-89.2518800000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,075,,,,,,,,,STORET
TDECWR_WQX,TDEC Division of Water Resources,TDECWR_WQX-TNW000004258,MOSSY CREEK,River/Stream,,06010104,,,,,36.1272000000,-83.4928000000,,,,GPS-Unspecified,NAD83,,,,,,,US,47,089,,,,,,,,,STORET
